survey_id,customer_id,nps_score,survey_date,plan_type,contract_type,segment,feedback_category,feedback_text
SV-01537,C-0855,2,2024-12-29,Starter,Monthly,detractor,Onboarding,"We’ve already cancelled our account because the onboarding never got us up and running."
SV-01538,C-0855,1,2024-02-14,Starter,Monthly,detractor,Onboarding,"Honestly the onboarding process was a mess; the training videos were outdated and the setup wizard kept crashing. We wasted weeks trying to get even basic call routing working, and support was slow to respond. I don’t see any reason to stay."
SV-02089,C-0856,4,2024-04-30,Starter,Monthly,detractor,Feature Request,"Given that we haven’t logged in for weeks, the platform feels disconnected and we’re missing out on updates. The limited feature set we can actually use doesn’t justify the cost, so we’re looking at alternatives."
SV-02088,C-0856,3,2024-09-06,Starter,Monthly,detractor,Feature Request,"I’m dissatisfied with the lack of essential features and may look elsewhere."
SV-03034,C-0857,4,2024-06-06,Starter,Annual,detractor,Billing,"Despite having a high adoption rate of the video and messaging features, the single payment failure we encountered last month caused our billing department to flag our account, delaying payments. Coupled with a critical incident where our scheduled conference froze for 30 minutes, confidence in the service eroded quickly. We also received a notice that our contract was being terminated due to non-payment, which we found abrupt. The support team's response was slow, and we felt the communication was poor. As a result, we decided to end our relationship and migrate to a competitor."
SV-03033,C-0857,3,2024-09-03,Starter,Annual,detractor,Feature Request,"Our team has been frustrated by the recurring critical incidents that halt our video meetings, and the billing hiccup added to the strain. We’re thinking of ending the contract unless these issues are resolved quickly."
SV-02122,C-0858,8,2024-07-26,Enterprise,Annual,passive,Feature Request,"Honestly, our call center agents rely on the routing feature every day and it’s been rock solid. The video conferencing quality has been consistently high, even during peak hours. We appreciate the seamless integration with our CRM, which saves a lot of manual work. If anything, the analytics dashboard could be more customizable for our reporting needs. Overall, the platform feels like a core part of our communications stack."
SV-00140,C-0859,6,2024-09-24,Professional,Monthly,detractor,Technical,"After a few months we still experience occasional call drops, especially when the system has been idle for a while. The interface feels clunky and we haven’t seen the promised improvement in call routing speed. We’d need more reliable performance to justify staying."
SV-03807,C-0860,4,2024-05-31,Professional,Annual,detractor,Billing,"Frankly, the endless billing disputes pushed us to cancel the service."
SV-03806,C-0860,3,2024-10-10,Professional,Annual,detractor,Account,"Seriously, the critical outage last quarter left our support line dead for over two hours, costing us real revenue. We were promised a rapid fix, but the response was sluggish and the root cause never fully explained. On top of that, the invoicing errors kept piling up, making us feel we’d wasted our investment. The support tickets remained open far longer than acceptable, and the lack of accountability was disheartening. We’ve already moved to a competitor and can’t recommend this platform."
SV-02028,C-0861,4,2024-11-14,Starter,Monthly,detractor,Technical,"Meanwhile, the technical glitches during peak call volumes are frustrating, and the unresolved tickets are adding to the headache. Our team also struggles with the limited integration options, which slows down our workflow. A more proactive support approach would go a long way."
SV-03799,C-0862,7,2024-09-06,Enterprise,Monthly,passive,Onboarding,"We’re generally satisfied with the video calls, but the onboarding process left several gaps that we still feel after months. The knowledge base is outdated, and we had to rely on support for basic setup steps. A more thorough onboarding checklist would help new users get up to speed faster."
SV-04333,C-0863,2,2024-10-28,Starter,Annual,detractor,Billing,"Terribly disappointed by constant invoice errors, we had no choice but to walk away."
SV-00967,C-0864,9,2024-12-09,Starter,Annual,promoter,General,"Wow, the clarity of the audio on our conference calls is exceptional, and the easy screen‑sharing feature has become indispensable for our remote teams. Even with low usage, we’ve seen a noticeable boost in client satisfaction because meetings never drop. The integration with our project management tool works flawlessly, eliminating duplicate data entry. Support has been friendly and resolved every billing question instantly. We’ve started recommending the platform to partners and consider it a key part of our communication strategy."
